120,80,4,4
0:1348
0,0,10
1,0,11
48,0,8
49,0,10
50,0,10
51,0,11
0,1,10
1,1,11
48,1,8
49,1,10
50,1,10
51,1,11
0,2,10
1,2,11
48,2,8
49,2,10
50,2,10
51,2,11
0,3,10
1,3,11
48,3,8
49,3,10
50,3,10
51,3,11
0,4,10
1,4,11
48,4,8
49,4,10
50,4,10
51,4,11
0,5,10
1,5,11
48,5,8
49,5,10
50,5,10
51,5,11
0,6,10
1,6,11
48,6,8
49,6,10
50,6,10
51,6,11
0,7,10
1,7,11
48,7,8
49,7,10
50,7,10
51,7,11
0,8,10
1,8,11
48,8,8
49,8,10
50,8,10
51,8,11
0,9,10
1,9,11
48,9,8
49,9,10
50,9,10
51,9,11
0,10,10
1,10,11
48,10,8
49,10,10
50,10,10
51,10,11
0,11,10
1,11,11
48,11,8
49,11,10
50,11,10
51,11,11
0,12,10
1,12,11
48,12,8
49,12,10
50,12,10
51,12,11
0,13,10
1,13,11
48,13,8
49,13,10
50,13,10
51,13,11
0,14,10
1,14,11
48,14,8
49,14,10
50,14,10
51,14,11
0,15,10
1,15,11
48,15,8
49,15,10
50,15,10
51,15,11
0,16,10
1,16,11
48,16,8
49,16,10
50,16,10
51,16,11
0,17,10
1,17,11
48,17,8
49,17,10
50,17,10
51,17,11
0,18,10
1,18,10
2,18,2
3,18,2
4,18,2
5,18,2
6,18,2
7,18,2
8,18,2
9,18,2
10,18,2
11,18,2
12,18,2
13,18,2
14,18,2
15,18,2
16,18,2
17,18,2
18,18,2
19,18,2
20,18,2
21,18,2
22,18,2
23,18,2
24,18,2
25,18,2
26,18,2
27,18,65536
28,18,65537
29,18,65538
30,18,65539
31,18,2
32,18,2
33,18,2
34,18,2
35,18,2
36,18,2
37,18,3
48,18,8
49,18,10
50,18,10
51,18,11
0,19,10
1,19,10
2,19,10
3,19,10
4,19,10
5,19,10
6,19,10
7,19,10
8,19,10
9,19,10
10,19,10
11,19,10
12,19,10
13,19,10
14,19,10
15,19,10
16,19,10
17,19,10
18,19,10
19,19,10
20,19,10
21,19,10
22,19,10
23,19,10
24,19,10
25,19,10
26,19,10
27,19,65540
28,19,65546
29,19,65546
30,19,65547
31,19,10
32,19,10
33,19,10
34,19,10
35,19,10
36,19,10
37,19,11
48,19,8
49,19,10
50,19,10
51,19,11
0,20,10
1,20,10
2,20,10
3,20,10
4,20,10
5,20,10
6,20,10
7,20,10
8,20,10
9,20,10
10,20,10
11,20,10
12,20,10
13,20,10
14,20,10
15,20,10
16,20,10
17,20,10
18,20,10
19,20,10
20,20,10
21,20,10
22,20,10
23,20,10
24,20,10
25,20,10
26,20,10
27,20,65544
28,20,65545
29,20,65546
30,20,65547
31,20,10
32,20,10
33,20,10
34,20,10
35,20,10
36,20,10
37,20,11
48,20,8
49,20,10
50,20,10
51,20,11
0,21,10
1,21,10
2,21,14
3,21,14
4,21,14
5,21,14
6,21,14
7,21,14
8,21,14
9,21,14
10,21,14
11,21,14
12,21,14
13,21,14
14,21,14
15,21,14
16,21,14
17,21,14
18,21,14
19,21,14
20,21,14
21,21,14
22,21,14
23,21,14
24,21,14
25,21,14
26,21,14
27,21,65548
28,21,65549
29,21,65550
30,21,65551
31,21,14
32,21,14
33,21,14
34,21,14
35,21,14
36,21,14
37,21,15
48,21,8
49,21,10
50,21,10
51,21,11
0,22,10
1,22,11
48,22,8
49,22,10
50,22,10
51,22,11
0,23,10
1,23,11
48,23,8
49,23,10
50,23,10
51,23,11
64,23,8
65,23,9
0,24,10
1,24,11
48,24,8
49,24,10
50,24,10
51,24,11
64,24,8
65,24,9
0,25,10
1,25,11
48,25,8
49,25,10
50,25,10
51,25,11
64,25,8
65,25,9
0,26,10
1,26,11
48,26,8
49,26,10
50,26,10
51,26,11
64,26,8
65,26,9
0,27,10
1,27,11
48,27,8
49,27,10
50,27,10
51,27,11
64,27,8
65,27,9
0,28,10
1,28,11
48,28,8
49,28,10
50,28,10
51,28,11
64,28,8
65,28,9
0,29,10
1,29,11
48,29,8
49,29,10
50,29,10
51,29,11
64,29,8
65,29,9
0,30,10
1,30,11
48,30,4
49,30,10
50,30,10
51,30,11
64,30,8
